1.1931,1.0053,0.9696,1.0508,0.1435,2.0776,3.85,1
1.5307,0.9818,0.9109,1.0867,0.4451,4.1623,4.0676,2
1.5115,0.9886,0.9021,1.0835,0.4295,8.3528,4.0493,2
1.7063,0.972,0.8776,1.0593,0.6481,6.254,4.1775,3
1.9637,0.9601,0.8223,1.0023,1.0023,12.5721,4.336,4
1.6667,0.9733,0.8882,1.0727,0.595,4.1623,4.1538,3
1.9299,0.9607,0.8353,0.9798,0.9798,8.3528,4.3159,4
1.2241,1.0027,0.9648,1.0566,0.1685,2.0776,3.8706,1
